name,level,province,city,district,address,category,description,latitude,longitude,coordinate_system
上海科技馆,5A,上海,上海市,浦东新区,上海浦东新区世纪大道2000号上海科技馆,景点景区,国家5A旅游景区。所属地：上海·上海市·浦东新区。地址：上海浦东新区世纪大道2000号上海科技馆。,31.2212644,121.5381916,wgs84
中国共产党一大·二大·四大纪念馆,5A,上海,上海市,静安区,上海黄浦区黄陂南路374号（一大）、静安区老成都北路7弄30号（二大）、虹口区四川北路1468号（四大）中国共产党一大·二大·四大纪念馆,景点景区,国家5A旅游景区。所属地：上海·上海市·静安区。地址：上海黄浦区黄陂南路374号（一大）、静安区老成都北路7弄30号（二大）、虹口区四川北路1468号（四大）中国共产党一大·二大·四大纪念馆。,31.2261043,121.4620984,wgs84
上海博物馆,4A,上海,上海市,黄浦区,上海黄浦区人民大道201号上海博物馆,景点景区,国家4A旅游景区。所属地：上海·上海市·黄浦区。地址：上海黄浦区人民大道201号上海博物馆。,31.2301801,121.4709983,wgs84
上海余山国家森林公园,4A,上海,上海市,松江区,上海松江区外青松公路9258号上海余山国家森林公园,景点景区,国家4A旅游景区。所属地：上海·上海市·松江区。地址：上海松江区外青松公路9258号上海余山国家森林公园。,31.0972886,121.1919082,wgs84
上海豫园,4A,上海,上海市,黄浦区,上海黄浦区獴园老街279号上海豫园,景点景区,国家4A旅游景区。所属地：上海·上海市·黄浦区。地址：上海黄浦区獴园老街279号上海豫园。,31.2243980,121.4863534,wgs84
金茂大厦88层现光厅,4A,上海,上海市,浦东新区,上海浦东新区世纪大道88号金茂大厦88层现光厅,景点景区,国家4A旅游景区。所属地：上海·上海市·浦东新区。地址：上海浦东新区世纪大道88号金茂大厦88层现光厅。,31.2373183,121.5011865,wgs84
上海城市规划展示馆,4A,上海,上海市,黄浦区,上海黄浦区人民大道100号上海城市规划展示馆,景点景区,国家4A旅游景区。所属地：上海·上海市·黄浦区。地址：上海黄浦区人民大道100号上海城市规划展示馆。,31.2333979,121.4710923,wgs84
东平国家森林公园,4A,上海,上海市,崇明区,上海崇明区北沿公路2188号东平国家森林公园,景点景区,国家4A旅游景区。所属地：上海·上海市·崇明区。地址：上海崇明区北沿公路2188号东平国家森林公园。,31.6857916,121.4765870,wgs84
上海动物园,4A,上海,上海市,长宁区,上海长宁区虹桥路2381居上海动物园,景点景区,国家4A旅游景区。所属地：上海·上海市·长宁区。地址：上海长宁区虹桥路2381居上海动物园。,31.1947683,121.3581151,wgs84
上海世纪公园,4A,上海,上海市,浦东新区,上海浦东新区锦绣路1001号上海世纪公园,景点景区,国家4A旅游景区。所属地：上海·上海市·浦东新区。地址：上海浦东新区锦绣路1001号上海世纪公园。,31.2178779,121.5482840,wgs84
上海大姐园,4A,上海,上海市,青浦区,上海青浦区青商路701号上海大姐园,景点景区,国家4A旅游景区。所属地：上海·上海市·青浦区。地址：上海青浦区青商路701号上海大姐园。,31.0678443,120.9144415,wgs84
上海共青森林公园,4A,上海,上海市,杨浦区,上海杨浦区军工路2000居上海共青森林公园,景点景区,国家4A旅游景区。所属地：上海·上海市·杨浦区。地址：上海杨浦区军工路2000居上海共青森林公园。,31.3210019,121.5477019,wgs84
朱家角古镇,4A,上海,上海市,青浦区,上海青浦区朱家角镇内朱家角古镇,景点景区,国家4A旅游景区。所属地：上海·上海市·青浦区。地址：上海青浦区朱家角镇内朱家角古镇。,31.1114099,121.0494128,wgs84
上海古猗园,4A,上海,上海市,嘉定区,上海嘉定区沪宜公路218号上海古猗园,景点景区,国家4A旅游景区。所属地：上海·上海市·嘉定区。地址：上海嘉定区沪宜公路218号上海古猗园。,31.2938627,121.3121932,wgs84
上海方塔园,4A,上海,上海市,松江区,上海松江区中山东路235号上海方塔园,景点景区,国家4A旅游景区。所属地：上海·上海市·松江区。地址：上海松江区中山东路235号上海方塔园。,31.0065002,121.2420988,wgs84
上海市青少年校外活动营地-东方绿舟,4A,上海,上海市,青浦区,上海青浦区沪青平公路6888号上海市青少年校外活动营地-东方绿舟,景点景区,国家4A旅游景区。所属地：上海·上海市·青浦区。地址：上海青浦区沪青平公路6888号上海市青少年校外活动营地-东方绿舟。,31.1098899,121.0062038,wgs84
枫泾古镇,4A,上海,上海市,金山区,上海金山区亭根公路8588弄28号枫泾古镇,景点景区,国家4A旅游景区。所属地：上海·上海市·金山区。地址：上海金山区亭根公路8588弄28号枫泾古镇。,30.8890081,121.0119862,wgs84
锦江乐园,4A,上海,上海市,闵行区,上海闵行区虹梅路201号锦江乐园,景点景区,国家4A旅游景区。所属地：上海·上海市·闵行区。地址：上海闵行区虹梅路201号锦江乐园。,31.1413576,121.4039614,wgs84
金山城市沙渊景区,4A,上海,上海市,金山区,上海金山区浩源路289号城投大厦1512室金山城市沙渊景区,景点景区,国家4A旅游景区。所属地：上海·上海市·金山区。地址：上海金山区浩源路289号城投大厦1512室金山城市沙渊景区。,30.7421328,121.3345031,wgs84
碧海金沙景区,4A,上海,上海市,奉贤区,上海奉贤区海湾旅游区海通路6号碧海金沙景区,景点景区,国家4A旅游景区。所属地：上海·上海市·奉贤区。地址：上海奉贤区海湾旅游区海通路6号碧海金沙景区。,30.8218895,121.5467568,wgs84
上海海洋水族馆,4A,上海,上海市,浦东新区,上海浦东新区陆家嘴环路1388号上海海洋水族馆,景点景区,国家4A旅游景区。所属地：上海·上海市·浦东新区。地址：上海浦东新区陆家嘴环路1388号上海海洋水族馆。,31.2427345,121.4974124,wgs84
上海鲜花港,4A,上海,上海市,浦东新区,上海浦东新区东海农场振东路2号上海鲜花港,景点景区,国家4A旅游景区。所属地：上海·上海市·浦东新区。地址：上海浦东新区东海农场振东路2号上海鲜花港。,30.9464752,121.8985146,wgs84
上海月湖雕塑公园,4A,上海,上海市,松江区,上海松江区余山度偏区林荫新路1158号上海月湖雕塑公园,景点景区,国家4A旅游景区。所属地：上海·上海市·松江区。地址：上海松江区余山度偏区林荫新路1158号上海月湖雕塑公园。,31.1032089,121.2020036,wgs84
上海嘉定州桥,4A,上海,上海市,嘉定区,上海嘉定区嘉定镇街道城中街40弄16-1上海嘉定州桥,景点景区,国家4A旅游景区。所属地：上海·上海市·嘉定区。地址：上海嘉定区嘉定镇街道城中街40弄16-1上海嘉定州桥。,31.3827771,121.2510411,wgs84
上海都市菜园景区,4A,上海,上海市,奉贤区,上海奉贤区海湾镌海兴路888弄上海都市菜园景区,景点景区,国家4A旅游景区。所属地：上海·上海市·奉贤区。地址：上海奉贤区海湾镌海兴路888弄上海都市菜园景区。,30.8654693,121.5857165,wgs84
上海长风公园•长风海洋世界景区,4A,上海,上海市,普陀区,上海普陀区大渡河路189号上海长风公园•长风海洋世界景区,景点景区,国家4A旅游景区。所属地：上海·上海市·普陀区。地址：上海普陀区大渡河路189号上海长风公园•长风海洋世界景区。,31.2269150,121.3948572,wgs84
前卫生态村,4A,上海,上海市,崇明区,上海崇明区竖新镇前卫村前卫生态村,景点景区,国家4A旅游景区。所属地：上海·上海市·崇明区。地址：上海崇明区竖新镇前卫村前卫生态村。,31.7215583,121.5070573,wgs84
上海海湾国家森林公园,4A,上海,上海市,奉贤区,上海奉贤区海湾镇随塘河路1677号上海海湾国家森林公园,景点景区,国家4A旅游景区。所属地：上海·上海市·奉贤区。地址：上海奉贤区海湾镇随塘河路1677号上海海湾国家森林公园。,30.8636783,121.6863280,wgs84
中国航海博物馆,4A,上海,上海市,浦东新区,上海浦东新区临港新城申港大道197号中国航海博物馆,景点景区,国家4A旅游景区。所属地：上海·上海市·浦东新区。地址：上海浦东新区临港新城申港大道197号中国航海博物馆。,30.8984735,121.9154955,wgs84
上海欢乐谷,4A,上海,上海市,松江区,上海松江区余山林湖路888号上海欢乐谷,景点景区,国家4A旅游景区。所属地：上海·上海市·松江区。地址：上海松江区余山林湖路888号上海欢乐谷。,31.0981597,121.2103249,wgs84
上海环球金融中心败光厅,4A,上海,上海市,浦东新区,上海浦东新区世纪大道100号上海环球金融中心败光厅,景点景区,国家4A旅游景区。所属地：上海·上海市·浦东新区。地址：上海浦东新区世纪大道100号上海环球金融中心败光厅。,31.2355751,121.5028817,wgs84
上海植物园,4A,上海,上海市,徐汇区,上海徐汇区龙吴路1111号上海植物园,景点景区,国家4A旅游景区。所属地：上海·上海市·徐汇区。地址：上海徐汇区龙吴路1111号上海植物园。,31.1491375,121.4397331,wgs84
上海南翔景区,4A,上海,上海市,嘉定区,上海嘉定区南翔镇解放街206号上海南翔景区,景点景区,国家4A旅游景区。所属地：上海·上海市·嘉定区。地址：上海嘉定区南翔镇解放街206号上海南翔景区。,31.2936320,121.3047011,wgs84
上海明珠湖•西沙湿地景区,4A,上海,上海市,崇明区,上海崇明区三华公路333号上海明珠湖•西沙湿地景区,景点景区,国家4A旅游景区。所属地：上海·上海市·崇明区。地址：上海崇明区三华公路333号上海明珠湖•西沙湿地景区。,31.7521684,121.2518623,wgs84
上海宋庆龄故居纪念馆,4A,上海,上海市,徐汇区,上海徐汇区淮海中路1843号上海宋庆龄故居纪念馆,景点景区,国家4A旅游景区。所属地：上海·上海市·徐汇区。地址：上海徐汇区淮海中路1843号上海宋庆龄故居纪念馆。,31.2059416,121.4343824,wgs84
上海东林寺景区,4A,上海,上海市,金山区,上海金山区朱泾镇东林街150号上海东林寺景区,景点景区,国家4A旅游景区。所属地：上海·上海市·金山区。地址：上海金山区朱泾镇东林街150号上海东林寺景区。,30.8959670,121.1614935,wgs84
上海顾村公园景区,4A,上海,上海市,宝山区,上海宝山区沪太路4788号环岛路1号上海顾村公园景区,景点景区,国家4A旅游景区。所属地：上海·上海市·宝山区。地址：上海宝山区沪太路4788号环岛路1号上海顾村公园景区。,31.3479640,121.3771166,wgs84
上海徐家汇源昙区,4A,上海,上海市,徐汇区,上海徐汇区漕浜北路90号上海徐家汇源昙区,景点景区,国家4A旅游景区。所属地：上海·上海市·徐汇区。地址：上海徐汇区漕浜北路90号上海徐家汇源昙区。,31.1876316,121.4281824,wgs84
上海辰山植物园,4A,上海,上海市,松江区,上海松江区辰花公路3888号上海辰山植物园,景点景区,国家4A旅游景区。所属地：上海·上海市·松江区。地址：上海松江区辰花公路3888号上海辰山植物园。,31.0779553,121.1780025,wgs84
上海炮台湾景区,4A,上海,上海市,宝山区,上海宝山区塘后路206号上海炮台湾景区,景点景区,国家4A旅游景区。所属地：上海·上海市·宝山区。地址：上海宝山区塘后路206号上海炮台湾景区。,31.3958525,121.5019708,wgs84
上海宝山国际民间艺术博览馆景区,4A,上海,上海市,宝山区,上海宝山区沪太路4788号上海宝山国际民间艺术博览馆景区,景点景区,国家4A旅游景区。所属地：上海·上海市·宝山区。地址：上海宝山区沪太路4788号上海宝山国际民间艺术博览馆景区。,31.3455579,121.3838079,wgs84
上海汽车博览公园,4A,上海,上海市,嘉定区,上海嘉定区博园路7。01号上海汽车博览公园,景点景区,国家4A旅游景区。所属地：上海·上海市·嘉定区。地址：上海嘉定区博园路7。01号上海汽车博览公园。,31.2804365,121.1692043,wgs84
上海闻道园,4A,上海,上海市,宝山区,上海宝山区藩泾路2888号上海闻道园,景点景区,国家4A旅游景区。所属地：上海·上海市·宝山区。地址：上海宝山区藩泾路2888号上海闻道园。,31.4389020,121.3484609,wgs84
上海江南三民文化村景区,4A,上海,上海市,崇明区,上海崇明区林风公路2201号上海江南三民文化村景区,景点景区,国家4A旅游景区。所属地：上海·上海市·崇明区。地址：上海崇明区林风公路2201号上海江南三民文化村景区。,31.7209018,121.4945690,wgs84
上海国际时尚中心,4A,上海,上海市,杨浦区,上海杨浦区杨树浦路2866号上海国际时尚中心,景点景区,国家4A旅游景区。所属地：上海·上海市·杨浦区。地址：上海杨浦区杨树浦路2866号上海国际时尚中心。,31.2735060,121.5538182,wgs84
上海召稼楼景区,4A,上海,上海市,闵行区,上海闵行区浦江镇沈社公路（近苏召路）上海召稼楼景区,景点景区,国家4A旅游景区。所属地：上海·上海市·闵行区。地址：上海闵行区浦江镇沈社公路（近苏召路）上海召稼楼景区。,31.0774555,121.5454382,wgs84
上海玻璃博物馆,4A,上海,上海市,宝山区,上海宝山区长江西路685号上海玻璃博物馆,景点景区,国家4A旅游景区。所属地：上海·上海市·宝山区。地址：上海宝山区长江西路685号上海玻璃博物馆。,31.3455448,121.4673228,wgs84
上海国际赛车场旅游景区,4A,上海,上海市,嘉定区,上海嘉定区伊宁路2199号上海国际赛车场旅游景区,景点景区,国家4A旅游景区。所属地：上海·上海市·嘉定区。地址：上海嘉定区伊宁路2199号上海国际赛车场旅游景区。,31.3399474,121.2205543,wgs84
上海杜莎夫人蜡像馆,4A,上海,上海市,黄浦区,上海黄浦区南京西路2-68号新世界十楼上海杜莎夫人蜡像馆,景点景区,国家4A旅游景区。所属地：上海·上海市·黄浦区。地址：上海黄浦区南京西路2-68号新世界十楼上海杜莎夫人蜡像馆。,31.2365864,121.4688068,wgs84
陈云故里•练塘古镇景区,4A,上海,上海市,青浦区,上海青浦区朱根公路3516号陈云故里•练塘古镇景区,景点景区,国家4A旅游景区。所属地：上海·上海市·青浦区。地址：上海青浦区朱根公路3516号陈云故里•练塘古镇景区。,31.1118198,121.0493430,wgs84
上海市龙华烈士陵园,4A,上海,上海市,徐汇区,上海徐汇区龙华西路180号上海市龙华烈士陵园,景点景区,国家4A旅游景区。所属地：上海·上海市·徐汇区。地址：上海徐汇区龙华西路180号上海市龙华烈士陵园。,31.1779400,121.4450738,wgs84
上海幽视乐园,4A,上海,上海市,松江区,上海松江区车坳镇北松公路4915号上海幽视乐园,景点景区,国家4A旅游景区。所属地：上海·上海市·松江区。地址：上海松江区车坳镇北松公路4915号上海幽视乐园。,31.0133313,121.3074064,wgs84
上海英衣草公园,4A,上海,上海市,浦东新区,上海浦东新区申迪东路399弄187号上海英衣草公园,景点景区,国家4A旅游景区。所属地：上海·上海市·浦东新区。地址：上海浦东新区申迪东路399弄187号上海英衣草公园。,31.1446885,121.6696625,wgs84
上海联怡枇杷乐园,4A,上海,上海市,青浦区,上海青浦区外青松公路7166号上海联怡枇杷乐园,景点景区,国家4A旅游景区。所属地：上海·上海市·青浦区。地址：上海青浦区外青松公路7166号上海联怡枇杷乐园。,31.1285145,121.1184927,wgs84
上海金山嘴渔村,4A,上海,上海市,金山区,上海金山区沪杭公路6394号上海金山嘴渔村,景点景区,国家4A旅游景区。所属地：上海·上海市·金山区。地址：上海金山区沪杭公路6394号上海金山嘴渔村。,30.7351568,121.3717175,wgs84
上海北外^国客中心景区,4A,上海,上海市,虹口区,上海虹口区东大名路500号上海北外^国客中心景区,景点景区,国家4A旅游景区。所属地：上海·上海市·虹口区。地址：上海虹口区东大名路500号上海北外^国客中心景区。,31.2491670,121.4928905,wgs84
上海东滩湿地公园,4A,上海,上海市,崇明区,上海崇明区陈家镇东旺路（风车处）上海东滩湿地公园,景点景区,国家4A旅游景区。所属地：上海·上海市·崇明区。地址：上海崇明区陈家镇东旺路（风车处）上海东滩湿地公园。,31.5191103,121.9472776,wgs84
上海赛会生活文化园,4A,上海,上海市,浦东新区,上海浦东新区园中路888号上海赛会生活文化园,景点景区,国家4A旅游景区。所属地：上海·上海市·浦东新区。地址：上海浦东新区园中路888号上海赛会生活文化园。,31.0238826,121.7210787,wgs84
上海之巅荻光厅,4A,上海,上海市,浦东新区,上海浦东新区银城中路501号上海之巅荻光厅,景点景区,国家4A旅游景区。所属地：上海·上海市·浦东新区。地址：上海浦东新区银城中路501号上海之巅荻光厅。,31.2355519,121.5011425,wgs84
上海长兴岛郊野公园,4A,上海,上海市,崇明区,上海崇明区长兴谅秋柑路666号上海长兴岛郊野公园,景点景区,国家4A旅游景区。所属地：上海·上海市·崇明区。地址：上海崇明区长兴谅秋柑路666号上海长兴岛郊野公园。,31.4041453,121.7055189,wgs84
比斯特上海购物村景区,4A,上海,上海市,浦东新区,上海浦东新区申迪东路88号比斯特上海购物村景区,景点景区,国家4A旅游景区。所属地：上海·上海市·浦东新区。地址：上海浦东新区申迪东路88号比斯特上海购物村景区。,31.1426450,121.6752089,wgs84
上海浦江郊野公园景区,4A,上海,上海市,闵行区,上海闵行区浦星公路2578弄8号上海浦江郊野公园景区,景点景区,国家4A旅游景区。所属地：上海·上海市·闵行区。地址：上海闵行区浦星公路2578弄8号上海浦江郊野公园景区。,31.0598600,121.4918429,wgs84
上海张马景区,4A,上海,上海市,青浦区,上海青浦区朱家角镇沈太路2119号上海张马景区,景点景区,国家4A旅游景区。所属地：上海·上海市·青浦区。地址：上海青浦区朱家角镇沈太路2119号上海张马景区。,31.0447260,121.0805553,wgs84
上海海昌海洋公园,4A,上海,上海市,浦东新区,上海浦东新区南汇新城镇银飞路166号上海海昌海洋公园,景点景区,国家4A旅游景区。所属地：上海·上海市·浦东新区。地址：上海浦东新区南汇新城镇银飞路166号上海海昌海洋公园。,30.9179922,121.9026767,wgs84
上海闵行文化公园,4A,上海,上海市,闵行区,上海闵行区七宝镇吴中路2019号上海闵行文化公园,景点景区,国家4A旅游景区。所属地：上海·上海市·闵行区。地址：上海闵行区七宝镇吴中路2019号上海闵行文化公园。,31.1651841,121.3569229,wgs84
上海七宝古镇,4A,上海,上海市,闵行区,上海闵行区七宝滇横沥路108号上海七宝古镇,景点景区,国家4A旅游景区。所属地：上海·上海市·闵行区。地址：上海闵行区七宝滇横沥路108号上海七宝古镇。,31.1528456,121.3496762,wgs84
上海广富林文化邃址,4A,上海,上海市,松江区,上海松江区广富林路3206弄上海广富林文化邃址,景点景区,国家4A旅游景区。所属地：上海·上海市·松江区。地址：上海松江区广富林路3206弄上海广富林文化邃址。,31.0587411,121.1900049,wgs84
上海醉白池公园,4A,上海,上海市,松江区,上海松江区人民南路64号上海醉白池公园,景点景区,国家4A旅游景区。所属地：上海·上海市·松江区。地址：上海松江区人民南路64号上海醉白池公园。,31.0038549,121.2266256,wgs84
上海高家庄生态园,4A,上海,上海市,崇明区,上海崇明区港东公路999号上海高家庄生态园,景点景区,国家4A旅游景区。所属地：上海·上海市·崇明区。地址：上海崇明区港东公路999号上海高家庄生态园。,31.6853958,121.4160788,wgs84
上海廊下郊野公园昙区,4A,上海,上海市,金山区,上海金山区漕廊公路9133号、廊下谅山塘上海廊下郊野公园昙区,景点景区,国家4A旅游景区。所属地：上海·上海市·金山区。地址：上海金山区漕廊公路9133号、廊下谅山塘上海廊下郊野公园昙区。,30.7893620,121.1539279,wgs84
上海蓝精灵乐园,4A,上海,上海市,松江区,上海松江区辰花路5088号上海蓝精灵乐园,景点景区,国家4A旅游景区。所属地：上海·上海市·松江区。地址：上海松江区辰花路5088号上海蓝精灵乐园。,31.0642403,121.1543884,wgs84
上海犹太难民纪念馆,4A,上海,上海市,虹口区,上海虹口区长阳路62号上海犹太难民纪念馆,景点景区,国家4A旅游景区。所属地：上海·上海市·虹口区。地址：上海虹口区长阳路62号上海犹太难民纪念馆。,31.2562494,121.5047116,wgs84
上海笔墨宫坊景区,4A,上海,上海市,杨浦区,上海杨浦区军工路1300号合生茶岸文创园 16幢上海笔墨宫坊景区,景点景区,国家4A旅游景区。所属地：上海·上海市·杨浦区。地址：上海杨浦区军工路1300号合生茶岸文创园 16幢上海笔墨宫坊景区。,31.3065691,121.5461670,wgs84
湖州市德清莫干山风景区,4A,浙江,湖州市,德清县,浙江省湖州市德清县莫干山景区97号湖州市德清莫干山风景区,景点景区,国家4A旅游景区。所属地：浙江·湖州市·德清县。地址：浙江省湖州市德清县莫干山景区97号湖州市德清莫干山风景区。,30.6078333,119.8280699,wgs84
浙江省宁波市镇海区招宝山旅游风景区,4A,浙江,宁波市,镇海区,浙江省宁波市镇海区招宝山街道招宝山路10号浙江省宁波市镇海区招宝山旅游风景区,景点景区,国家4A旅游景区。所属地：浙江·宁波市·镇海区。地址：浙江省宁波市镇海区招宝山街道招宝山路10号浙江省宁波市镇海区招宝山旅游风景区。,29.9622350,121.7211420,wgs84
浙江省宁波市鄞州区宁波海洋世界,4A,浙江,宁波市,鄞州区,浙江省宁波市鄞州区桑田路936号浙江省宁波市鄞州区宁波海洋世界,景点景区,国家4A旅游景区。所属地：浙江·宁波市·鄞州区。地址：浙江省宁波市鄞州区桑田路936号浙江省宁波市鄞州区宁波海洋世界。,29.8557491,121.5789057,wgs84
温州乐园有限公司,4A,浙江,温州市,瓯海区,浙江省温州市瓯海区浙江申温州市瓯海区茶山镇温州乐园有限公司,景点景区,国家4A旅游景区。所属地：浙江·温州市·瓯海区。地址：浙江省温州市瓯海区浙江申温州市瓯海区茶山镇温州乐园有限公司。,27.9103800,120.6805992,wgs84
诸暨市珍珠小镇景区,4A,浙江,绍兴市,诸暨市,浙江省绍兴市诸暨市山下湖镇珍珠产业园区诸暨市珍珠小镇景区,景点景区,国家4A旅游景区。所属地：浙江·绍兴市·诸暨市。地址：浙江省绍兴市诸暨市山下湖镇珍珠产业园区诸暨市珍珠小镇景区。,29.8402170,120.3491030,wgs84
桃花岛旅游景区,4A,浙江,舟山市,普陀区,浙江省舟山市普陀区普陀区桃花岛桃花岛旅游景区,景点景区,国家4A旅游景区。所属地：浙江·舟山市·普陀区。地址：浙江省舟山市普陀区普陀区桃花岛桃花岛旅游景区。,29.8372209,122.2696071,wgs84
浙江省杭州市建德市灵栖洞景区,4A,浙江,杭州市,建德市,浙江省杭州市建德市航头镇石屏村灵栖洞风景区浙江省杭州市建德市灵栖洞景区,景点景区,国家4A旅游景区。所属地：浙江·杭州市·建德市。地址：浙江省杭州市建德市航头镇石屏村灵栖洞风景区浙江省杭州市建德市灵栖洞景区。,29.3789952,119.1086488,wgs84
永安溪休闲绿道,4A,浙江,台州市,仙居县,浙江省台州市仙居县浙江省仙居县永安溪休闲绿道,景点景区,国家4A旅游景区。所属地：浙江·台州市·仙居县。地址：浙江省台州市仙居县浙江省仙居县永安溪休闲绿道。,28.8528349,120.7498797,wgs84
杭州湘湖跨湖桥景区,4A,浙江,杭州市,萧山区,浙江省杭州市萧山区闻堰街道湘湖路132号杭州湘湖跨湖桥景区,景点景区,国家4A旅游景区。所属地：浙江·杭州市·萧山区。地址：浙江省杭州市萧山区闻堰街道湘湖路132号杭州湘湖跨湖桥景区。,30.1477200,120.2207766,wgs84
超山风景区,4A,浙江,杭州市,临平区,浙江省杭州市余杭区杭州市余杭区塘栖镇超山村超山风景区,景点景区,国家4A旅游景区。所属地：浙江·杭州市·临平区。地址：浙江省杭州市余杭区杭州市余杭区塘栖镇超山村超山风景区。,30.4409566,120.2195009,wgs84
浙江省台州市天台县后岸乡居旅游,4A,浙江,台州市,天台县,浙江省台州市天台县街头镇后岸村浙江省台州市天台县后岸乡居旅游,景点景区,国家4A旅游景区。所属地：浙江·台州市·天台县。地址：浙江省台州市天台县街头镇后岸村浙江省台州市天台县后岸乡居旅游。,29.0848346,120.8118713,wgs84
浙江省湖州市安吉县江南天池景区,4A,浙江,湖州市,安吉县,浙江省湖州市安吉县天荒坪镇天荒坪电站上库区浙江省湖州市安吉县江南天池景区,景点景区,国家4A旅游景区。所属地：浙江·湖州市·安吉县。地址：浙江省湖州市安吉县天荒坪镇天荒坪电站上库区浙江省湖州市安吉县江南天池景区。,30.5132490,119.6106609,wgs84
方山景区,4A,浙江,台州市,温岭市,浙江省台州市温岭市大溪镇方山景区,景点景区,国家4A旅游景区。所属地：浙江·台州市·温岭市。地址：浙江省台州市温岭市大溪镇方山景区。,28.4247306,121.2381124,wgs84
浮盖山景区,4A,浙江,衢州市,江山市,浙江省衢州市江山市江山市廿八都镇浮盖山景区,景点景区,国家4A旅游景区。所属地：浙江·衢州市·江山市。地址：浙江省衢州市江山市江山市廿八都镇浮盖山景区。,28.2526982,118.4736571,wgs84
浙江省宁波市慈溪市龙山镇达蓬山景区,4A,浙江,宁波市,镇海区,浙江省宁波市慈溪市龙山镇达蓬山度假区浙江省宁波市慈溪市龙山镇达蓬山景区,景点景区,国家4A旅游景区。所属地：浙江·宁波市·镇海区。地址：浙江省宁波市慈溪市龙山镇达蓬山度假区浙江省宁波市慈溪市龙山镇达蓬山景区。,30.0537113,121.5012712,wgs84
浙江省宁波市宁海县伍山石窟景区,4A,浙江,宁波市,宁海县,浙江省宁波市宁海县长街镇唐岸头村浙江省宁波市宁海县伍山石窟景区,景点景区,国家4A旅游景区。所属地：浙江·宁波市·宁海县。地址：浙江省宁波市宁海县长街镇唐岸头村浙江省宁波市宁海县伍山石窟景区。,29.2177650,121.7507079,wgs84
宁波镇海招宝山旅游风景区,4A,浙江,宁波市,镇海区,浙江省宁波市镇海区宁波镇海区招宝山路10号宁波镇海招宝山旅游风景区,景点景区,国家4A旅游景区。所属地：浙江·宁波市·镇海区。地址：浙江省宁波市镇海区宁波镇海区招宝山路10号宁波镇海招宝山旅游风景区。,29.9622350,121.7211420,wgs84
杭州山沟沟旅游景区,4A,浙江,杭州市,余杭区,浙江省杭州市余杭区鸬鸟镇山沟沟村下余65号杭州山沟沟旅游景区,景点景区,国家4A旅游景区。所属地：浙江·杭州市·余杭区。地址：浙江省杭州市余杭区鸬鸟镇山沟沟村下余65号杭州山沟沟旅游景区。,30.4295700,119.7342385,wgs84
下渚湖湿地风景区,4A,浙江,湖州市,德清县,浙江省湖州市德清县下渚湖街道下仁公路181号下渚湖湿地风景区,景点景区,国家4A旅游景区。所属地：浙江·湖州市·德清县。地址：浙江省湖州市德清县下渚湖街道下仁公路181号下渚湖湿地风景区。,30.5235804,120.0360240,wgs84
新昌大佛寺风景旅游发展有限公司,4A,浙江,绍兴市,新昌县,浙江省绍兴市新昌县环城南路35号新昌大佛寺风景旅游发展有限公司,景点景区,国家4A旅游景区。所属地：浙江·绍兴市·新昌县。地址：浙江省绍兴市新昌县环城南路35号新昌大佛寺风景旅游发展有限公司。,29.5011843,120.8980103,wgs84
浙江省温州市鹿城区温州南塘文化旅游区,4A,浙江,温州市,鹿城区,浙江省温州市鹿城区南塘街浙江省温州市鹿城区温州南塘文化旅游区,景点景区,国家4A旅游景区。所属地：浙江·温州市·鹿城区。地址：浙江省温州市鹿城区南塘街浙江省温州市鹿城区温州南塘文化旅游区。,27.9994284,120.6658283,wgs84
楠溪江风景名胜区,4A,浙江,温州市,永嘉县,浙江省温州市永嘉县永嘉县县前路94号楠溪江风景名胜区,景点景区,国家4A旅游景区。所属地：浙江·温州市·永嘉县。地址：浙江省温州市永嘉县永嘉县县前路94号楠溪江风景名胜区。,28.1567314,120.6873329,wgs84
浙江省丽水市青田县石门洞景区,4A,浙江,丽水市,青田县,浙江省丽水市青田县练岙村练岙公路62-6号浙江省丽水市青田县石门洞景区,景点景区,国家4A旅游景区。所属地：浙江·丽水市·青田县。地址：浙江省丽水市青田县练岙村练岙公路62-6号浙江省丽水市青田县石门洞景区。,28.2784822,120.1138692,wgs84
浙江省宁波市镇海区九龙湖旅游区,4A,浙江,宁波市,镇海区,浙江省宁波市镇海区九龙湖镇环湖路168号浙江省宁波市镇海区九龙湖旅游区,景点景区,国家4A旅游景区。所属地：浙江·宁波市·镇海区。地址：浙江省宁波市镇海区九龙湖镇环湖路168号浙江省宁波市镇海区九龙湖旅游区。,30.0476671,121.5354354,wgs84
梁祝文化园,4A,浙江,宁波市,海曙区,浙江省宁波市海曙区高桥镇梁祝村梁祝路1号梁祝文化园,景点景区,国家4A旅游景区。所属地：浙江·宁波市·海曙区。地址：浙江省宁波市海曙区高桥镇梁祝村梁祝路1号梁祝文化园。,29.9105009,121.4802753,wgs84
仙山湖景区,4A,浙江,湖州市,长兴县,浙江省湖州市长兴县泗安镇仙山村仙山湖景区,景点景区,国家4A旅游景区。所属地：浙江·湖州市·长兴县。地址：浙江省湖州市长兴县泗安镇仙山村仙山湖景区。,30.9005150,119.6001995,wgs84
