name,level,province,city,district,address,category,description,latitude,longitude,coordinate_system
恭王府,5A,北京,北京市,西城区,北京西城区柳荫街甲14号恭王府,景点景区,国家5A旅游景区。所属地：北京·北京市·西城区。地址：北京西城区柳荫街甲14号恭王府。,39.9358144,116.3800742,wgs84
八达岭长城风景名胜区,5A,北京,北京市,延庆区,北京延庆区北京市延庆区八达岭旅游公司院内八达岭长城风景名胜区,景点景区,国家5A旅游景区。所属地：北京·北京市·延庆区。地址：北京延庆区北京市延庆区八达岭旅游公司院内八达岭长城风景名胜区。,40.3548924,116.0105793,wgs84
天坛公园,5A,北京,北京市,东城区,北京东城区天坛内东里7号天坛公园管理处天坛公园,景点景区,国家5A旅游景区。所属地：北京·北京市·东城区。地址：北京东城区天坛内东里7号天坛公园管理处天坛公园。,39.8805463,116.4046460,wgs84
慕田峪长城,5A,北京,北京市,怀柔区,北京怀柔区渤海镇慕田峪村慕田峪长城,景点景区,国家5A旅游景区。所属地：北京·北京市·怀柔区。地址：北京怀柔区渤海镇慕田峪村慕田峪长城。,40.4297075,116.5581503,wgs84
故宫博物院,5A,北京,北京市,东城区,北京东城区景山前街4号故宫博物院,景点景区,国家5A旅游景区。所属地：北京·北京市·东城区。地址：北京东城区景山前街4号故宫博物院。,39.9166566,116.3907839,wgs84
圆明园遗址公园,5A,北京,北京市,海淀区,北京海淀区清华西路28号圆明园遗址公园,景点景区,国家5A旅游景区。所属地：北京·北京市·海淀区。地址：北京海淀区清华西路28号圆明园遗址公园。,39.9993264,116.3062185,wgs84
颐和园,5A,北京,北京市,海淀区,北京海淀区北京海淀区宫门前街甲23号颐和园,景点景区,国家5A旅游景区。所属地：北京·北京市·海淀区。地址：北京海淀区北京海淀区宫门前街甲23号颐和园。,39.9912052,116.2668337,wgs84
北京市奥林匹克公园,5A,北京,北京市,朝阳区,北京朝阳区朝阳区北辰东路15号北京市奥林匹克公园,景点景区,国家5A旅游景区。所属地：北京·北京市·朝阳区。地址：北京朝阳区朝阳区北辰东路15号北京市奥林匹克公园。,40.0136073,116.3862845,wgs84
十三陵,5A,北京,北京市,昌平区,北京昌平区十三陵特区办事处十三陵,景点景区,国家5A旅游景区。所属地：北京·北京市·昌平区。地址：北京昌平区十三陵特区办事处十三陵。,40.2989698,116.2427942,wgs84
通州大运河森林旅游区,4A,北京,北京市,通州区,北京通州区北京市通州区通胡大街奥体公园通州大运河森林旅游区,景点景区,国家4A旅游景区。所属地：北京·北京市·通州区。地址：北京通州区北京市通州区通胡大街奥体公园通州大运河森林旅游区。,39.9073710,116.6823349,wgs84
中国园林博物馆,4A,北京,北京市,丰台区,北京丰台区北京市丰台区射击场路15号中国园林博物馆,景点景区,国家4A旅游景区。所属地：北京·北京市·丰台区。地址：北京丰台区北京市丰台区射击场路15号中国园林博物馆。,39.8779921,116.1706773,wgs84
北京世园公园,4A,北京,北京市,延庆区,北京延庆区北京市延庆区环湖南路北京世园公园,景点景区,国家4A旅游景区。所属地：北京·北京市·延庆区。地址：北京延庆区北京市延庆区环湖南路北京世园公园。,40.4413946,115.9415808,wgs84
北京市房山区周口店遗址景区,4A,北京,北京市,房山区,北京房山区周口店大街1号北京市房山区周口店遗址景区,景点景区,国家4A旅游景区。所属地：北京·北京市·房山区。地址：北京房山区周口店大街1号北京市房山区周口店遗址景区。,39.6870666,115.9225267,wgs84
野鸭湖景区,4A,北京,北京市,延庆区,北京延庆区康庄镇刘浩营村西野鸭湖景区,景点景区,国家4A旅游景区。所属地：北京·北京市·延庆区。地址：北京延庆区康庄镇刘浩营村西野鸭湖景区。,40.4077904,115.8516354,wgs84
国家植物园,4A,北京,北京市,海淀区,北京海淀区北京市植物园(卧佛寺)国家植物园,景点景区,国家4A旅游景区。所属地：北京·北京市·海淀区。地址：北京海淀区北京市植物园(卧佛寺)国家植物园。,39.9903642,116.2043854,wgs84
凤凰岭自然风景区,4A,北京,北京市,海淀区,北京海淀区苏家坨镇凤凰岭路19号凤凰岭自然风景区,景点景区,国家4A旅游景区。所属地：北京·北京市·海淀区。地址：北京海淀区苏家坨镇凤凰岭路19号凤凰岭自然风景区。,40.1048177,116.0788321,wgs84
世界公园,4A,北京,北京市,丰台区,北京丰台区花乡大葆台158号世界公园,景点景区,国家4A旅游景区。所属地：北京·北京市·丰台区。地址：北京丰台区花乡大葆台158号世界公园。,39.8092012,116.2813674,wgs84
雁栖湖旅游区,4A,北京,北京市,怀柔区,北京怀柔区北京市怀柔区怀北镇雁水路3号雁栖湖旅游区,景点景区,国家4A旅游景区。所属地：北京·北京市·怀柔区。地址：北京怀柔区北京市怀柔区怀北镇雁水路3号雁栖湖旅游区。,40.3913808,116.6627402,wgs84
京东石林峡风景区,4A,北京,北京市,平谷区,北京平谷区北京市平谷区雕窝村73号京东石林峡风景区,景点景区,国家4A旅游景区。所属地：北京·北京市·平谷区。地址：北京平谷区北京市平谷区雕窝村73号京东石林峡风景区。,40.2603425,117.2442102,wgs84
八达岭水关长城景区,4A,北京,北京市,延庆区,北京延庆区八达岭镇石佛寺村八达岭水关长城景区,景点景区,国家4A旅游景区。所属地：北京·北京市·延庆区。地址：北京延庆区八达岭镇石佛寺村八达岭水关长城景区。,40.3369824,116.0313888,wgs84
司马台长城景区,4A,北京,北京市,密云区,北京密云区古北口镇司马台村司马台长城景区,景点景区,国家4A旅游景区。所属地：北京·北京市·密云区。地址：北京密云区古北口镇司马台村司马台长城景区。,40.6533572,117.2722753,wgs84
中国人民抗日战争纪念馆,4A,北京,北京市,丰台区,北京丰台区卢沟桥宛平城内街101号中国人民抗日战争纪念馆,景点景区,国家4A旅游景区。所属地：北京·北京市·丰台区。地址：北京丰台区卢沟桥宛平城内街101号中国人民抗日战争纪念馆。,39.8505802,116.2198690,wgs84
明城墙遗址公园,4A,北京,北京市,东城区,北京东城区崇文门东大街东便门9号明城墙遗址公园,景点景区,国家4A旅游景区。所属地：北京·北京市·东城区。地址：北京东城区崇文门东大街东便门9号明城墙遗址公园。,39.8998005,116.4216290,wgs84
石花洞,4A,北京,北京市,房山区,北京房山区北京市房山区河北镇南车营村石花洞,景点景区,国家4A旅游景区。所属地：北京·北京市·房山区。地址：北京房山区北京市房山区河北镇南车营村石花洞。,39.7944689,115.9423726,wgs84
北京韩美林艺术馆,4A,北京,北京市,通州区,北京通州区梨园镇九棵树东路68号北京韩美林艺术馆,景点景区,国家4A旅游景区。所属地：北京·北京市·通州区。地址：北京通州区梨园镇九棵树东路68号北京韩美林艺术馆。,39.8738794,116.6709014,wgs84
金海湖风景区,4A,北京,北京市,平谷区,北京平谷区北京市平谷区金海湖镇金海湖景区坝前广场路1号金海湖风景区,景点景区,国家4A旅游景区。所属地：北京·北京市·平谷区。地址：北京平谷区北京市平谷区金海湖镇金海湖景区坝前广场路1号金海湖风景区。,40.1640381,117.3212747,wgs84
玉渊潭公园,4A,北京,北京市,海淀区,北京海淀区西三环中路10号玉渊潭公园,景点景区,国家4A旅游景区。所属地：北京·北京市·海淀区。地址：北京海淀区西三环中路10号玉渊潭公园。,39.9158981,116.3170799,wgs84
北京黄花城水长城旅游区,4A,北京,北京市,怀柔区,北京怀柔区九渡河镇西水峪村16号北京黄花城水长城旅游区,景点景区,国家4A旅游景区。所属地：北京·北京市·怀柔区。地址：北京怀柔区九渡河镇西水峪村16号北京黄花城水长城旅游区。,40.4116966,116.2977287,wgs84
戒台寺,4A,北京,北京市,门头沟区,北京门头沟区北京市门头沟永定镇戒台寺戒台寺,景点景区,国家4A旅游景区。所属地：北京·北京市·门头沟区。地址：北京门头沟区北京市门头沟永定镇戒台寺戒台寺。,39.8691421,116.0802156,wgs84
龙潭公园,4A,北京,北京市,东城区,北京东城区北京市东城区龙潭路16号龙潭公园,景点景区,国家4A旅游景区。所属地：北京·北京市·东城区。地址：北京东城区北京市东城区龙潭路16号龙潭公园。,39.8773141,116.4344463,wgs84
景山公园,4A,北京,北京市,西城区,北京西城区景山西街44号景山公园,景点景区,国家4A旅游景区。所属地：北京·北京市·西城区。地址：北京西城区景山西街44号景山公园。,39.9244454,116.3905331,wgs84
青龙峡旅游度假区,4A,北京,北京市,怀柔区,北京怀柔区北京市怀柔区怀北镇大水峪村北500米青龙峡旅游度假区,景点景区,国家4A旅游景区。所属地：北京·北京市·怀柔区。地址：北京怀柔区北京市怀柔区怀北镇大水峪村北500米青龙峡旅游度假区。,40.4480776,116.6941766,wgs84
黑龙潭旅游区,4A,北京,北京市,密云区,北京密云区石城镇大关桥黑龙潭旅游区,景点景区,国家4A旅游景区。所属地：北京·北京市·密云区。地址：北京密云区石城镇大关桥黑龙潭旅游区。,40.5625575,116.7969366,wgs84
龙庆峡旅游区,4A,北京,北京市,延庆区,北京延庆区旧县镇古城村北龙庆峡旅游区,景点景区,国家4A旅游景区。所属地：北京·北京市·延庆区。地址：北京延庆区旧县镇古城村北龙庆峡旅游区。,40.5441269,116.0043803,wgs84
北京丫髻山道教文化名胜区,4A,北京,北京市,平谷区,北京平谷区北京市平谷区刘家店镇北吉山村北吉山大街临485号北京丫髻山道教文化名胜区,景点景区,国家4A旅游景区。所属地：北京·北京市·平谷区。地址：北京平谷区北京市平谷区刘家店镇北吉山村北吉山大街临485号北京丫髻山道教文化名胜区。,40.2646325,116.9803911,wgs84
北京海洋馆,4A,北京,北京市,海淀区,北京西城区北京市西城区西直门外大街137号49幢平房第一间北京海洋馆,景点景区,国家4A旅游景区。所属地：北京·北京市·海淀区。地址：北京西城区北京市西城区西直门外大街137号49幢平房第一间北京海洋馆。,39.9433392,116.3347941,wgs84
中国紫檀博物馆,4A,北京,北京市,朝阳区,北京朝阳区北京市朝阳区建国路23号中国紫檀博物馆,景点景区,国家4A旅游景区。所属地：北京·北京市·朝阳区。地址：北京朝阳区北京市朝阳区建国路23号中国紫檀博物馆。,39.9094699,116.5201892,wgs84
北京顺义国际鲜花港,4A,北京,北京市,顺义区,北京顺义区北京市顺义区杨镇鲜花港南路9号(白马路北侧)北京顺义国际鲜花港,景点景区,国家4A旅游景区。所属地：北京·北京市·顺义区。地址：北京顺义区北京市顺义区杨镇鲜花港南路9号(白马路北侧)北京顺义国际鲜花港。,40.1803679,116.7904907,wgs84
绿野晴川野生动物园,4A,北京,北京市,大兴区,北京大兴区榆垡镇万亩林绿野晴川野生动物园,景点景区,国家4A旅游景区。所属地：北京·北京市·大兴区。地址：北京大兴区榆垡镇万亩林绿野晴川野生动物园。,39.4949786,116.3294992,wgs84
仙居谷风景区,4A,北京,北京市,密云区,北京密云区密云区太师屯镇令公村甲一号仙居谷风景区,景点景区,国家4A旅游景区。所属地：北京·北京市·密云区。地址：北京密云区密云区太师屯镇令公村甲一号仙居谷风景区。,40.5873530,117.2314603,wgs84
小汤山现代农业示范园区,4A,北京,北京市,昌平区,北京昌平区北京市昌平区小汤山镇立汤路马坊小汤山现代农业示范园区,景点景区,国家4A旅游景区。所属地：北京·北京市·昌平区。地址：北京昌平区北京市昌平区小汤山镇立汤路马坊小汤山现代农业示范园区。,40.1738930,116.3877379,wgs84
地坛公园,4A,北京,北京市,东城区,北京东城区安定门外大街200号地坛公园,景点景区,国家4A旅游景区。所属地：北京·北京市·东城区。地址：北京东城区安定门外大街200号地坛公园。,39.9522740,116.4086191,wgs84
北京园博园,4A,北京,北京市,丰台区,北京丰台区丰台区射击场路15号北京园博园,景点景区,国家4A旅游景区。所属地：北京·北京市·丰台区。地址：北京丰台区丰台区射击场路15号北京园博园。,39.8739695,116.1848224,wgs84
谷山村景区,4A,北京,北京市,门头沟区,北京门头沟区北京市门头沟区妙峰山镇谷山村景区谷山村景区,景点景区,国家4A旅游景区。所属地：北京·北京市·门头沟区。地址：北京门头沟区北京市门头沟区妙峰山镇谷山村景区谷山村景区。,39.9918564,116.0508650,wgs84
乐多港假日广场,4A,北京,北京市,昌平区,北京昌平区北京市昌平区城南街道邓庄村西(西关环岛西侧2公里)乐多港假日广场,景点景区,国家4A旅游景区。所属地：北京·北京市·昌平区。地址：北京昌平区北京市昌平区城南街道邓庄村西(西关环岛西侧2公里)乐多港假日广场。,40.2313902,116.1838645,wgs84
龙脉温泉度假村,4A,北京,北京市,昌平区,北京昌平区北京市昌平区小汤山镇龙脉温泉度假村龙脉温泉度假村,景点景区,国家4A旅游景区。所属地：北京·北京市·昌平区。地址：北京昌平区北京市昌平区小汤山镇龙脉温泉度假村龙脉温泉度假村。,40.1797171,116.3942996,wgs84
北京十渡风景名胜区,4A,北京,北京市,房山区,北京房山区北京市房山区九渡大街9号北京十渡风景名胜区,景点景区,国家4A旅游景区。所属地：北京·北京市·房山区。地址：北京房山区北京市房山区九渡大街9号北京十渡风景名胜区。,39.6372738,115.5937129,wgs84
朝阳公园,4A,北京,北京市,朝阳区,北京朝阳区朝阳公园南路1号朝阳公园,景点景区,国家4A旅游景区。所属地：北京·北京市·朝阳区。地址：北京朝阳区朝阳公园南路1号朝阳公园。,39.9430124,116.4764351,wgs84
世界花卉大观园,4A,北京,北京市,丰台区,北京丰台区北京市丰台区南四环中路235号世界花卉大观园,景点景区,国家4A旅游景区。所属地：北京·北京市·丰台区。地址：北京丰台区北京市丰台区南四环中路235号世界花卉大观园。,39.8348269,116.3458730,wgs84
八大处公园,4A,北京,北京市,石景山区,北京石景山区北京市石景山区八大处路3号八大处公园,景点景区,国家4A旅游景区。所属地：北京·北京市·石景山区。地址：北京石景山区北京市石景山区八大处路3号八大处公园。,39.9609347,116.1765985,wgs84
八奇洞景区,4A,北京,北京市,门头沟区,北京门头沟区北京市门头沟区潭柘寺镇八奇洞景区八奇洞景区,景点景区,国家4A旅游景区。所属地：北京·北京市·门头沟区。地址：北京门头沟区北京市门头沟区潭柘寺镇八奇洞景区八奇洞景区。,39.8920854,116.0212539,wgs84
银山塔林风景区,4A,北京,北京市,昌平区,北京昌平区北京市昌平区银山路1银山塔林风景区,景点景区,国家4A旅游景区。所属地：北京·北京市·昌平区。地址：北京昌平区北京市昌平区银山路1银山塔林风景区。,40.3188598,116.3212993,wgs84
居庸关长城,4A,北京,北京市,昌平区,北京昌平区南口镇居庸关村居庸关管理处居庸关长城,景点景区,国家4A旅游景区。所属地：北京·北京市·昌平区。地址：北京昌平区南口镇居庸关村居庸关管理处居庸关长城。,40.2897277,116.0668003,wgs84
圣莲山旅游度假区,4A,北京,北京市,房山区,北京房山区史家营乡柳林水村圣莲山旅游度假区,景点景区,国家4A旅游景区。所属地：北京·北京市·房山区。地址：北京房山区史家营乡柳林水村圣莲山旅游度假区。,39.8441498,115.7263677,wgs84
北京渔阳国际滑雪场景区,4A,北京,北京市,平谷区,北京平谷区东高村镇大旺务村东688号北京渔阳国际滑雪场景区,景点景区,国家4A旅游景区。所属地：北京·北京市·平谷区。地址：北京平谷区东高村镇大旺务村东688号北京渔阳国际滑雪场景区。,40.0758047,117.1411850,wgs84
云居寺,4A,北京,北京市,房山区,北京房山区北京市房山区大石窝镇水头村云居寺,景点景区,国家4A旅游景区。所属地：北京·北京市·房山区。地址：北京房山区北京市房山区大石窝镇水头村云居寺。,39.6078728,115.7682848,wgs84
红螺寺,4A,北京,北京市,怀柔区,北京怀柔区北京市怀柔区怀柔镇红螺东路2号红螺寺,景点景区,国家4A旅游景区。所属地：北京·北京市·怀柔区。地址：北京怀柔区北京市怀柔区怀柔镇红螺东路2号红螺寺。,40.3829859,116.6188943,wgs84
中央广播电视塔,4A,北京,北京市,海淀区,北京海淀区西三环中路11号中央广播电视塔,景点景区,国家4A旅游景区。所属地：北京·北京市·海淀区。地址：北京海淀区西三环中路11号中央广播电视塔。,39.9181841,116.3006586,wgs84
中山公园,4A,北京,北京市,东城区,北京东城区北京市东城区中华路4号中山公园,景点景区,国家4A旅游景区。所属地：北京·北京市·东城区。地址：北京东城区北京市东城区中华路4号中山公园。,39.9093194,116.3881135,wgs84
南宫旅游景区,4A,北京,北京市,丰台区,北京丰台区北京市丰台区王佐镇南宫南路1号南宫旅游景区,景点景区,国家4A旅游景区。所属地：北京·北京市·丰台区。地址：北京丰台区北京市丰台区王佐镇南宫南路1号南宫旅游景区。,39.7933244,116.1458584,wgs84
中国航空博物馆,4A,北京,北京市,昌平区,北京昌平区小汤山镇航空博物馆中国航空博物馆,景点景区,国家4A旅游景区。所属地：北京·北京市·昌平区。地址：北京昌平区小汤山镇航空博物馆中国航空博物馆。,40.1842797,116.3598714,wgs84
京东大峡谷旅游区,4A,北京,北京市,平谷区,北京平谷区山东庄镇鱼子山村京东大峡谷旅游区,景点景区,国家4A旅游景区。所属地：北京·北京市·平谷区。地址：北京平谷区山东庄镇鱼子山村京东大峡谷旅游区。,40.2445454,117.1636774,wgs84
香山公园,4A,北京,北京市,海淀区,北京海淀区香山公园买卖街40号香山公园,景点景区,国家4A旅游景区。所属地：北京·北京市·海淀区。地址：北京海淀区香山公园买卖街40号香山公园。,39.9889553,116.1829848,wgs84
潭柘寺,4A,北京,北京市,门头沟区,北京门头沟区潭柘寺镇潭柘寺管理处潭柘寺,景点景区,国家4A旅游景区。所属地：北京·北京市·门头沟区。地址：北京门头沟区潭柘寺镇潭柘寺管理处潭柘寺。,39.8752796,116.0279153,wgs84
北京欢乐谷,4A,北京,北京市,朝阳区,北京朝阳区东四环小武基北路北京欢乐谷,景点景区,国家4A旅游景区。所属地：北京·北京市·朝阳区。地址：北京朝阳区东四环小武基北路北京欢乐谷。,39.8602009,116.4932827,wgs84
北海公园,4A,北京,北京市,西城区,北京西城区北京市西城区文津街1号北海公园管理处北海公园,景点景区,国家4A旅游景区。所属地：北京·北京市·西城区。地址：北京西城区北京市西城区文津街1号北海公园管理处北海公园。,39.9268686,116.3825299,wgs84
北京汽车博物馆,4A,北京,北京市,丰台区,北京丰台区南四环西路126号北京汽车博物馆,景点景区,国家4A旅游景区。所属地：北京·北京市·丰台区。地址：北京丰台区南四环西路126号北京汽车博物馆。,39.8276717,116.2956440,wgs84
延庆百里山水画廊景区,4A,北京,北京市,延庆区,北京延庆区北京市延庆区千家店镇硅化木景区管理处大院内延庆百里山水画廊景区,景点景区,国家4A旅游景区。所属地：北京·北京市·延庆区。地址：北京延庆区北京市延庆区千家店镇硅化木景区管理处大院内延庆百里山水画廊景区。,40.6990179,116.3135377,wgs84
北宫国家森林公园,4A,北京,北京市,丰台区,北京丰台区长辛店镇大灰厂东路55号北宫国家森林公园,景点景区,国家4A旅游景区。所属地：北京·北京市·丰台区。地址：北京丰台区长辛店镇大灰厂东路55号北宫国家森林公园。,39.8715330,116.1249659,wgs84
紫竹院公园,4A,北京,北京市,海淀区,北京海淀区中关村南大街35号紫竹院公园,景点景区,国家4A旅游景区。所属地：北京·北京市·海淀区。地址：北京海淀区中关村南大街35号紫竹院公园。,39.9409781,116.3133030,wgs84
首都博物馆,4A,北京,北京市,西城区,北京西城区北京市西城区复兴门外大街16号首都博物馆,景点景区,国家4A旅游景区。所属地：北京·北京市·西城区。地址：北京西城区北京市西城区复兴门外大街16号首都博物馆。,39.9051545,116.3359682,wgs84
北京奥林匹克水上公园,4A,北京,北京市,顺义区,北京顺义区白马路19号北京奥林匹克水上公园,景点景区,国家4A旅游景区。所属地：北京·北京市·顺义区。地址：北京顺义区白马路19号北京奥林匹克水上公园。,40.1813157,116.6842165,wgs84
陶然亭公园,4A,北京,北京市,西城区,北京西城区太平街19号陶然亭公园,景点景区,国家4A旅游景区。所属地：北京·北京市·西城区。地址：北京西城区太平街19号陶然亭公园。,39.8730724,116.3758082,wgs84
石景山游乐园,4A,北京,北京市,石景山区,北京石景山区石景山路25号石景山游乐园,景点景区,国家4A旅游景区。所属地：北京·北京市·石景山区。地址：北京石景山区石景山路25号石景山游乐园。,39.9107906,116.2025000,wgs84
北京天文馆,4A,北京,北京市,西城区,北京西城区西直门外大街138号北京天文馆,景点景区,国家4A旅游景区。所属地：北京·北京市·西城区。地址：北京西城区西直门外大街138号北京天文馆。,39.9360366,116.3305577,wgs84
世界葡萄博览中心景区,4A,北京,北京市,延庆区,北京延庆区北京市延庆区张山营镇下芦凤营村村南８００米世界葡萄博览中心景区,景点景区,国家4A旅游景区。所属地：北京·北京市·延庆区。地址：北京延庆区北京市延庆区张山营镇下芦凤营村村南８００米世界葡萄博览中心景区。,40.4754818,115.8557837,wgs84
孔庙和国子监博物馆,4A,北京,北京市,东城区,北京东城区国子监街13号-15号孔庙和国子监博物馆,景点景区,国家4A旅游景区。所属地：北京·北京市·东城区。地址：北京东城区国子监街13号-15号孔庙和国子监博物馆。,39.9441280,116.4073136,wgs84
北京张裕爱斐堡国际酒庄,4A,北京,北京市,密云区,北京密云区北京市密云区巨各庄镇宁菜路与密三路交汇处东南侧北京张裕爱斐堡国际酒庄,景点景区,国家4A旅游景区。所属地：北京·北京市·密云区。地址：北京密云区北京市密云区巨各庄镇宁菜路与密三路交汇处东南侧北京张裕爱斐堡国际酒庄。,40.3770614,116.8942855,wgs84
北京动物园,4A,北京,北京市,西城区,北京西城区西直门外大街137号北京动物园,景点景区,国家4A旅游景区。所属地：北京·北京市·西城区。地址：北京西城区西直门外大街137号北京动物园。,39.9408137,116.3304075,wgs84
天津古文化街旅游区（津门故里）,5A,天津,天津市,南开区,天津南开区水阁大街天津古文化街旅游区（津门故里）,景点景区,国家5A旅游景区。所属地：天津·天津市·南开区。地址：天津南开区水阁大街天津古文化街旅游区（津门故里）。,39.1446576,117.1846311,wgs84
天津盘山风景名胜区,5A,天津,天津市,蓟州区,天津蓟州区官庄镇莲花岭村天津盘山风景名胜区,景点景区,国家5A旅游景区。所属地：天津·天津市·蓟州区。地址：天津蓟州区官庄镇莲花岭村天津盘山风景名胜区。,40.0919910,117.2733076,wgs84
天津海河意式风情区,4A,天津,天津市,河北区,天津河北区进步道34号天津海河意式风情区,景点景区,国家4A旅游景区。所属地：天津·天津市·河北区。地址：天津河北区进步道34号天津海河意式风情区。,39.1327891,117.1933710,wgs84
天津周恩来邓颖超纪念馆,4A,天津,天津市,南开区,天津南开区水上公园西路9号天津周恩来邓颖超纪念馆,景点景区,国家4A旅游景区。所属地：天津·天津市·南开区。地址：天津南开区水上公园西路9号天津周恩来邓颖超纪念馆。,39.0930438,117.1586253,wgs84
精武门·中华武林园,4A,天津,天津市,西青区,天津西青区精武镇小南河村精武门·中华武林园,景点景区,国家4A旅游景区。所属地：天津·天津市·西青区。地址：天津西青区精武镇小南河村精武门·中华武林园。,39.0275865,117.1282393,wgs84
天津市蓟州区梨木台景区,4A,天津,天津市,蓟州区,天津蓟州区下营镇梨木台天津市蓟州区梨木台景区,景点景区,国家4A旅游景区。所属地：天津·天津市·蓟州区。地址：天津蓟州区下营镇梨木台天津市蓟州区梨木台景区。,40.1636153,117.5416587,wgs84
天津欢乐谷景区,4A,天津,天津市,东丽区,天津东丽区东丽湖迎乐路1号天津欢乐谷景区,景点景区,国家4A旅游景区。所属地：天津·天津市·东丽区。地址：天津东丽区东丽湖迎乐路1号天津欢乐谷景区。,39.1902506,117.4776945,wgs84
天津方特欢乐世界景区,4A,天津,天津市,滨海新区,天津滨海新区中新生态城中生大道4888号天津方特欢乐世界景区,景点景区,国家4A旅游景区。所属地：天津·天津市·滨海新区。地址：天津滨海新区中新生态城中生大道4888号天津方特欢乐世界景区。,39.1531581,117.7330510,wgs84
蓟州溶洞,4A,天津,天津市,蓟州区,天津蓟州区罗庄子镇洪水庄村北蓟州溶洞,景点景区,国家4A旅游景区。所属地：天津·天津市·蓟州区。地址：天津蓟州区罗庄子镇洪水庄村北蓟州溶洞。,40.1289229,117.3715158,wgs84
天津蓟州区独乐寺景区,4A,天津,天津市,蓟州区,天津蓟州区渔阳镇武定街41号天津蓟州区独乐寺景区,景点景区,国家4A旅游景区。所属地：天津·天津市·蓟州区。地址：天津蓟州区渔阳镇武定街41号天津蓟州区独乐寺景区。,40.0442141,117.3964654,wgs84
天津水上公园景区,4A,天津,天津市,南开区,天津南开区水上公园路东路天津水上公园景区,景点景区,国家4A旅游景区。所属地：天津·天津市·南开区。地址：天津南开区水上公园路东路天津水上公园景区。,39.0878901,117.1614350,wgs84
天津泰达航母主题公园景区,4A,天津,天津市,滨海新区,天津滨海新区汉北路269号天津泰达航母主题公园景区,景点景区,国家4A旅游景区。所属地：天津·天津市·滨海新区。地址：天津滨海新区汉北路269号天津泰达航母主题公园景区。,39.1569364,117.8030121,wgs84
大沽口炮台遗址博物馆景区,4A,天津,天津市,滨海新区,天津滨海新区塘沽东炮台路1号大沽口炮台遗址博物馆景区,景点景区,国家4A旅游景区。所属地：天津·天津市·滨海新区。地址：天津滨海新区塘沽东炮台路1号大沽口炮台遗址博物馆景区。,38.9786092,117.7042470,wgs84
天津海昌极地海洋公园景区,4A,天津,天津市,滨海新区,天津滨海新区响螺湾商务区61号天津海昌极地海洋公园景区,景点景区,国家4A旅游景区。所属地：天津·天津市·滨海新区。地址：天津滨海新区响螺湾商务区61号天津海昌极地海洋公园景区。,39.0083928,117.6554135,wgs84
五大道文化旅游区,4A,天津,天津市,和平区,天津和平区重庆道70号五大道文化旅游区,景点景区,国家4A旅游景区。所属地：天津·天津市·和平区。地址：天津和平区重庆道70号五大道文化旅游区。,39.1095189,117.1973294,wgs84
水高庄园景区,4A,天津,天津市,西青区,天津西青区辛口镇水高庄村水高庄园景区,景点景区,国家4A旅游景区。所属地：天津·天津市·西青区。地址：天津西青区辛口镇水高庄村水高庄园景区。,39.0886424,116.9271202,wgs84
天津市河北区大悲禅院景区,4A,天津,天津市,河北区,天津河北区天纬路40号天津市河北区大悲禅院景区,景点景区,国家4A旅游景区。所属地：天津·天津市·河北区。地址：天津河北区天纬路40号天津市河北区大悲禅院景区。,39.1525112,117.1825814,wgs84
萨马兰奇纪念馆景区,4A,天津,天津市,静海区,天津静海区团泊新城健康产业园萨马兰奇纪念馆景区,景点景区,国家4A旅游景区。所属地：天津·天津市·静海区。地址：天津静海区团泊新城健康产业园萨马兰奇纪念馆景区。,38.9692997,117.0681240,wgs84
国家海洋博物馆景区,4A,天津,天津市,滨海新区,天津滨海新区中心生态城海轩道377号国家海洋博物馆景区,景点景区,国家4A旅游景区。所属地：天津·天津市·滨海新区。地址：天津滨海新区中心生态城海轩道377号国家海洋博物馆景区。,39.1198958,117.7392139,wgs84
东丽湖恒大温泉旅游区,4A,天津,天津市,东丽区,天津东丽区东丽湖旅游度假区东丽大道1037号东丽湖恒大温泉旅游区,景点景区,国家4A旅游景区。所属地：天津·天津市·东丽区。地址：天津东丽区东丽湖旅游度假区东丽大道1037号东丽湖恒大温泉旅游区。,39.1931055,117.4705469,wgs84
天津黄崖关长城风景游览区,4A,天津,天津市,蓟州区,天津蓟州区下营镇黄崖关村天津黄崖关长城风景游览区,景点景区,国家4A旅游景区。所属地：天津·天津市·蓟州区。地址：天津蓟州区下营镇黄崖关村天津黄崖关长城风景游览区。,40.2404739,117.4383944,wgs84
天津热带植物观光园景区,4A,天津,天津市,西青区,天津西青区中北镇外环线七号桥天津热带植物观光园景区,景点景区,国家4A旅游景区。所属地：天津·天津市·西青区。地址：天津西青区中北镇外环线七号桥天津热带植物观光园景区。,39.1366549,117.0882816,wgs84
石家大院景区,4A,天津,天津市,西青区,天津西青区杨柳青镇石家大院景区,景点景区,国家4A旅游景区。所属地：天津·天津市·西青区。地址：天津西青区杨柳青镇石家大院景区。,39.1341685,117.0031948,wgs84
平津战役纪念馆景区,4A,天津,天津市,红桥区,天津红桥区平津道8号平津战役纪念馆景区,景点景区,国家4A旅游景区。所属地：天津·天津市·红桥区。地址：天津红桥区平津道8号平津战役纪念馆景区。,39.1678254,117.1405246,wgs84
天山海世界米立方水上乐园,4A,天津,天津市,津南区,天津津南区小站镇天山路9号天山海世界米立方水上乐园,景点景区,国家4A旅游景区。所属地：天津·天津市·津南区。地址：天津津南区小站镇天山路9号天山海世界米立方水上乐园。,38.9266236,117.4296876,wgs84
